names,year,Certificate,Runtime,Genre,Rating,Overview,Director,Budget,Revenue
Mandariinid,2013,,87,"Drama, War",8.2,"In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man Ivo has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in.",Zaza Urushadze,82752852,43698875
Bhaag Milkha Bhaag,2013,U,186,"Biography, Drama, Sport",8.2,The truth behind the ascension of Milkha Singh who was scarred because of the India-Pakistan partition.,Rakeysh Omprakash Mehra,40116528,50863323
Gangs of Wasseypur,2012,A,321,"Action, Comedy, Crime",8.2,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",Anurag Kashyap,43694382,67277898
Udaan,2010,UA,134,Drama,8.2,"Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father.",Vikramaditya Motwane,30703818,91543719
Paan Singh Tomar,2012,UA,135,"Action, Biography, Crime",8.2,"The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement.",Tigmanshu Dhulia,86340739,25730079
El secreto de sus ojos,2009,R,129,"Drama, Mystery, Romance",8.2,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,Juan José Campanella,31147628,49275237
Warrior,2011,UA,140,"Action, Drama, Sport",8.2,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",Gavin O'Connor,61701186,52631519
Shutter Island,2010,A,138,"Mystery, Thriller",8.2,"In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the crially insane.",Martin Scorsese,22046362,34573534
Up,2009,U,96,"Animation, Adventure, Comedy",8.2,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",Pete Docter,61705484,96587382
The Wolf of Wall Street,2013,A,180,"Biography, Crime, Drama",8.2,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",Martin Scorsese,69220103,97985099
Chak De! India,2007,U,153,"Drama, Family, Sport",8.2,Kabir Khan is the coach of the Indian Women's National Hockey Team and his dream is to make his all girls team emerge victorious against all odds.,Shimit A,24934059,97628760
There Will Be Blood,2007,A,158,Drama,8.2,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",Paul Thomas Anderson,46430389,92436144
Pan's Labyrinth,2006,UA,118,"Drama, Fantasy, War",8.2,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",Guillermo del Toro,17708055,73689125
Toy Story 3,2010,U,103,"Animation, Adventure, Comedy",8.2,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",Lee Unkrich,83073803,44444180
V for Vendetta,2005,A,132,"Action, Drama, Sci-Fi",8.2,"In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman.",James McTeigue,96083083,86112337
Rang De Basanti,2006,UA,167,"Comedy, Crime, Drama",8.2,"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom.",Rakeysh Omprakash Mehra,95409372,97700456
Black,2005,U,122,Drama,8.2,"The cathartic tale of a young woman who can't see, hear or talk and the teacher who brings a ray of light into her dark world.",Sanjay Leela Bhansali,18438366,96002729
Batman Begins,2005,UA,140,"Action, Adventure",8.2,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",Christopher Nolan,24780294,91353733
"Swades: We, the People",2004,U,210,Drama,8.2,A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.,Ashutosh Gowariker,59371439,50884495
Der Untergang,2004,R,156,"Biography, Drama, History",8.2,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",Oliver Hirschbiegel,39837603,68475995
Hauru no ugoku shiro,2004,U,119,"Animation, Adventure, Family",8.2,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",Hayao Miyazaki,52851121,48591461
A Beautiful d,2001,UA,135,"Biography, Drama",8.2,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",Ron Howard,72732881,78644781
Hera Pheri,2000,U,156,"Action, Comedy, Crime",8.2,"Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?",Priyadarshan,78909445,50966367
"Lock, Stock and Two Smoking Barrels",1998,A,107,"Action, Comedy, Crime",8.2,"A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns.",Guy Ritchie,77307567,39266432
L.A. Confidential,1997,A,138,"Crime, Drama, Mystery",8.2,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",Curtis Hanson,54162034,48353508
Eskiya,1996,,128,"Crime, Drama, Thriller",8.2,"Baran the Bandit, released from prison after 35 years, searches for vengeance and his lover.",Yavuz Turgul,59298028,25798666
Heat,1995,A,170,"Crime, Drama, Thriller",8.2,A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.,Michael Mann,22348701,22626287
Casino,1995,A,178,"Crime, Drama",8.2,"A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite.",Martin Scorsese,35825259,64798223
Andaz Apna Apna,1994,U,160,"Action, Comedy, Romance",8.2,Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil crial.,Rajkumar Santoshi,46107699,74043767
Unforgiven,1992,A,130,"Drama, Western",8.2,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",Clint Eastwood,91652359,48789877
Indiana Jones and the Last Crusade,1989,U,127,"Action, Adventure",8.2,"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.",Steven Spielberg,19287605,29850494
Dom za vesanje,1988,R,142,"Comedy, Crime, Drama",8.2,"In this luous tale set in the area around Sarajevo and in Italy, Perhan, an engaging young Romany (gypsy) with telekinetic powers, is seduced by the quick-cash world of petty crime, which threatens to destroy him and those he loves.",Emir Kusturica,12524540,98464437
Tonari no Totoro,1988,U,86,"Animation, Family, Fantasy",8.2,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",Hayao Miyazaki,22295391,43059270
Die Hard,1988,A,132,"Action, Thriller",8.2,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,John McTiernan,54386018,68685412
Ran,1985,U,162,"Action, Drama, War",8.2,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",Akira Kurosawa,83748924,95631161
Raging Bull,1980,A,129,"Biography, Drama, Sport",8.2,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",Martin Scorsese,86965270,75781228
Stalker,1979,U,162,"Drama, Sci-Fi",8.2,A guide leads two men through an area known as the Zone to find a room that grants wishes.,Andrei Tarkovsky,13797368,14676971
Höstsonaten,1978,U,99,"Drama, Music",8.2,"A married daughter who longs for her mother's love is visited by the latter, a successful concert pianist.",Ingmar Bergman,86880988,39361659
The Message,1976,PG,177,"Biography, Drama, History",8.2,This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.,Moustapha Akkad,52189307,18585732
Sholay,1975,U,204,"Action, Adventure, Comedy",8.2,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.",Ramesh Sippy,87946153,66339080
Monty Python and the Holy Grail,1975,PG,91,"Adventure, Comedy, Fantasy",8.2,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",Terry Gilliam,47459670,35990205
The Great Escape,1963,U,172,"Adventure, Drama, History",8.2,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,John Sturges,10053303,34692953
To Kill a Mockingbird,1962,U,129,"Crime, Drama",8.2,"Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice.",Robert Mulligan,50008266,88902217
Yôjinbô,1961,,110,"Action, Drama, Thriller",8.2,A crafty ronin comes to a town divided by two crial gangs and decides to play them against each other to free the town.,Akira Kurosawa,57659278,95279050
Judgment at Nuremberg,1961,A,179,"Drama, War",8.2,"In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.",Stanley Kramer,43783729,19938053
Some Like It Hot,1959,U,121,"Comedy, Music, Romance",8.2,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",Billy Wilder,96214441,13080985
Smultronstället,1957,U,91,"Drama, Romance",8.2,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",Ingmar Bergman,50379585,37947250
Det sjunde inseglet,1957,A,96,"Drama, Fantasy, History",8.2,"A man seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",Ingmar Bergman,25387170,35380138
Du rififi chez les hommes,1955,,118,"Crime, Drama, Thriller",8.2,"Four men plan a technically perfect crime, but the human element intervenes...",Jules Dassin,76458046,94786078
